1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	146	146	146	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	146	146	1	1	1	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	146	146	146	1	1	113	1	1	146	146	146	1	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	1	1	113	113	113	1	1	146	146	146	1	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	1	1	113	113	113	113	113	1	1	146	146	146	1	1	1	1	1	1	1	1	1	1			
1	1	1	1	1	1	1	1	1	1	1	149	149	149	149	149	149	149	149	149	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	113	113	1	113	113	113	113	113	113	113	1	146	146	146	1	1	1	1	1	1	1	1	1	1			
