1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	13	13	13	13	13	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	23	33	33	33	1	1	1	1	1	1	1	1	1	1	1	1	13	13	13	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	23	23	23	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	13	13	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	23	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	23	23	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	23	23	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	23	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	29	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	29	29	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	29	29	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	29	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	29	1	1	1	1	1	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	33	1	1	1	1	1	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	33	1	1	1	1	1	19	19	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	33	1	1	1	1	1	19	19	19	19	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	17	1	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	6	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	33	1	1	1	1	1	19	19	19	19	19	19	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	17	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	33	1	1	1	1	1	19	19	19	19	19	19	19	19	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	110	110	1	1	1	1	17	1	1	1	1	1	1	1	1	1	1	1										
1	1	1	1	1	1	1	1	1	1	1	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	19	19	19	19	19	19	19	19	19	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	110	110	110	110	1	1	1	1	17	1	1	1	1	1	1	1	1	1	1										
